b2695cba-e585-4328-8640-ff5526d0f0c4,234985957,2020-12-15T08:37:16.412Z,2020-12-15T08:37:16.412Z,1,打客服先止付看看？,0,M
ba252281-9502-4011-badd-c0c1c163c91e,234962279,2020-12-11T15:29:45.551Z,2020-12-11T15:29:45.551Z,10,"B9 來自台中ㄉ朋友！！原來不只我知道solnar
每一期都很燒到我 而且價錢真的很多都很便宜 我每期必跟 有個特別的點一定要說 皮膚很容易過敏的我 穿他們家貼身衣服 完全沒有不舒服的感覺 以這個價位買到 CP真ㄉ超高 絕對推推入坑🥺",3,F
c643e9f2-0f64-4c63-b4f5-77f373aa6081,234962279,2020-12-11T15:30:32.896Z,2020-12-11T15:30:32.896Z,11,"B5  我也好喜歡solnar ！！！
前幾次都有跟到 
覺得他們品質不錯、包裝也很用心 （可能我很吃包裝這套😂",4,F
af03ff35-0cbb-48a7-88e2-3d44323a79a6,234962279,2020-12-11T15:34:16.967Z,2020-12-11T15:34:16.967Z,12,"想推坑大家anniyo!
雖然已經不是一萬以下了 但他們的東西也好燒😭❤️",4,F
590efdb7-7496-4262-8cba-32d429b5f9ef,234962279,2020-12-11T15:38:03.980Z,2020-12-11T15:38:03.980Z,13,B9 被你推到剛剛跑去看哈哈,0,F
31f31182-a850-459e-a003-4cbad33e70f8,234962279,2020-12-11T15:38:47.215Z,2020-12-11T15:40:49.236Z,14,B11 哈哈哈一群solnar 粉,0,F
1f98894f-aa34-4940-9832-7f3b1bd920fa,234962279,2020-12-11T15:38:56.184Z,2020-12-11T15:38:56.184Z,15,B12 哪一家呀😆,0,F
e184e49a-9933-4195-afe7-517f66abba10,234962279,2020-12-11T15:39:55.938Z,2020-12-11T15:39:55.938Z,16,"B15 這間！
https://i.imgur.com/gAXjoxd.jpg",3,F
dc3fbdeb-0c62-4bdf-958e-19a748cea3fa,234962279,2020-12-11T15:41:00.454Z,2020-12-11T15:41:00.454Z,17,B16 我等一下去看看謝謝你☺️❤️,0,F
bd99d849-ab61-4ec5-b0cd-fc8d40170c01,234962279,2020-12-11T16:16:15.220Z,2020-12-11T16:16:15.220Z,18,"大家真的不要這樣.....
這個冬天開始已經在狄卡看到太多推薦網拍
然後對不起自己的錢錢N次了(;´༎ຶД༎ຶ`)",6,F
c06be87d-f927-4f60-810a-8f747343ce78,234962279,2020-12-11T16:19:57.058Z,2020-12-11T16:19:57.058Z,19,"B18 請刪除它⋯⋯🤣
快入坑小店！看來美好新世界🤣",0,F
aa29b72e-8713-4aad-be44-8fc3af16f614,234962279,2020-12-11T16:21:38.257Z,2020-12-11T16:21:38.257Z,20,"B19
我要來去追蹤ig逛網拍了（口嫌體正直",0,F
8db9de08-6697-47a3-9871-67308021e558,234962279,2020-12-11T16:23:33.422Z,2020-12-11T16:23:33.422Z,21,"這是打錯字嗎🤔🤔
https://i.imgur.com/B2sXAFb.jpg",1,F
fd4093b0-7887-42d5-b0f1-7b141929c418,234962279,2020-12-11T16:38:09.225Z,2020-12-11T16:38:09.225Z,22,B21 我要打他抽獎要消費啦就是12月的消費可以抽獎哈哈哈我改一下,0,F
a174e125-3e37-4fea-83df-049c09d59600,234962279,2020-12-11T16:49:11.253Z,2020-12-11T16:49:11.253Z,23,"送女友的服裝都買這間
蠻熱情回覆的一家店
女友也都蠻滿意的
https://i.imgur.com/hGmUMJo.jpg",0,M
3723ff0f-a7a3-4ce3-901d-f516d386634d,234962279,2020-12-11T16:55:54.647Z,2020-12-11T18:01:08.714Z,24,"B16這間我也推～
有買過小資女的西裝外套版型很好看而且也不用燙👌

雖然這間也破萬了
但是還是推推這間板娘們都很可愛(˶‾᷄ ⁻̫ ‾᷅˵)
衣服也很燒🔥
https://i.imgur.com/bRZ4Z1S.jpg
近期剛發現的小店
在這間買了一間短褲材質很好顏色也很美喜歡💕
https://i.imgur.com/K3Neg9Y.jpg",5,F
afba143c-627d-46ab-885b-059d0adf7074,234962279,2020-12-11T17:08:56.743Z,2020-12-11T17:08:56.743Z,25,B23 你會不會太好！買給女友天哪,1,F
bdd6d87f-3bd5-42bd-8d12-fda5f160cee0,234962279,2020-12-11T17:09:24.649Z,2020-12-11T17:09:24.649Z,26,B24 下面那間好可愛😍,2,F
fc04f342-9421-44d4-877d-4b83f8b6ff53,234962279,2020-12-11T17:09:35.351Z,2020-12-11T17:09:35.351Z,27,B24 我熱愛小店給予他們支持！！！,2,F
dc6d076b-3c3a-4232-b00c-e8388462e85b,234962279,2020-12-11T17:12:29.468Z,2020-12-11T17:12:29.468Z,28,"推Janmar 
可以感覺的到闆娘很寵客人呀～💗
開聊天直播超親切！",4,F
e8ea54d6-97e2-4c6f-8521-5ca26109068c,234962279,2020-12-11T17:21:57.640Z,2020-12-11T17:21:57.640Z,29,One真的超便宜！！😍😍😍,0,F
f3d5563c-5804-4e4c-bedd-9a1407236694,234962279,2020-12-11T17:33:41.263Z,2020-12-11T17:33:41.263Z,30,B20 你太可愛了被你笑死,0,F
f74a1cb0-3b72-49da-a718-940a5bb2f4e7,234962279,2020-12-11T17:34:30.631Z,2020-12-11T17:34:30.631Z,31,B28 那我也要去看看那我也推薦你第四家闆娘態度好到不行😍,0,F
dcb27e5b-1ae2-4959-9b19-7f49a9d82252,234962279,2020-12-11T17:34:45.907Z,2020-12-11T17:34:45.907Z,32,B29 真的 我之前買寬褲才290🤣,0,F
99e3960f-265c-4524-965f-5de7b84f91e6,234962279,2020-12-11T17:34:57.323Z,2020-12-11T17:34:57.323Z,33,"推最隨性賣場AOAP，直播板娘都會抽購物金，上次雙十一直播抽1000、3000還加碼抽5000！沒看過這麼豪邁的韓國代購網拍！每次看很多賣場都是抽50、100的
5000！？什麼操作😂",1,F
b67129f0-2a59-4936-a709-25d978ac2f2a,234962279,2020-12-11T17:36:47.254Z,2020-12-11T17:36:47.254Z,34,推薦Lua. 闆娘人很親切欸 ！ 問一堆問題都沒不耐煩講的我最近好像奧客😕我也喜歡他們的襯衫！😂,0,F
6ec35a18-7128-4a41-8e19-fb5e03bca09f,234962279,2020-12-11T17:37:52.168Z,2020-12-11T17:37:52.168Z,35,B33 天哪真假的啦5000獎金嗎🤣,0,F
99e2acaa-e969-4c35-8200-830b21caf442,234962279,2020-12-11T17:38:19.113Z,2020-12-11T17:38:19.113Z,36,B34 哈哈闆娘認真很好我也喜歡襯衫材質很讚也很便宜😂,0,F
d537ac67-a716-4457-8968-9d00e7059f34,234962279,2020-12-11T17:40:47.346Z,2020-12-11T17:40:47.346Z,37,"https://i.imgur.com/RZyTLsG.jpg
推木卯 闆娘很美穿起來都很燒🔥
買過四次！質感都很好",1,F
3c56c336-094b-4a4f-9bb1-e0d1f25d8202,234962279,2020-12-11T17:43:10.789Z,2020-12-11T17:43:10.789Z,38,"https://i.imgur.com/yXgCq7R.jpg
這間闆娘剛開始而已～ 想讓大家發現他的好🥺前陣子請闆娘幫我找一件上衣 因為其他家代購都太貴了...沒想到闆娘很認真的幫我找他所有合作的檔口😭😭人超好的～
後來跟他買一件T shirt 活動價才350！！正韓質感好到爆💥",1,F
66b82865-567d-4415-99f6-20ede6a7a1dd,234962279,2020-12-11T17:49:20.786Z,2020-12-11T17:58:13.093Z,39,"B27我也是小店必須支持🤣
這件衣服好看也有買過材質不錯也蠻多別家沒有的衣服
https://i.imgur.com/rBifwx4.jpg
在台南無意間逛到這間
有去實體店覺得喜歡🙆🏻‍♀️
https://i.imgur.com/q7GLgy8.jpg
這間衣服很好看雙12想要下手～
https://i.imgur.com/RbHAVsX.jpg
推推這家回覆很親切很喜歡
這次雙12剛買～
https://i.imgur.com/5hdLFVV.jpg",1,F
82e891fb-a665-406e-a673-9c109a8001ad,234962279,2020-12-11T18:06:13.439Z,2020-12-11T18:06:13.439Z,40,"推推Solenr 每次都很期待他們的選物！
覺得很有質感 有屬於店家的特色！！
購物金都給的很大方 每開單必買😍",2,F
e6d97bcc-c1a3-462b-9963-95dcf423d816,234962279,2020-12-11T18:10:13.476Z,2020-12-11T18:10:13.476Z,41,"B39 
同校生（擊掌✋🏻🤣🤣

我也是oneul愛好者～～～～
台南還可以去工作室試穿覺得超棒
已入坑幾次💸💸💸...",0,F
fce02e54-b473-4a07-9f82-d59127f97053,234962279,2020-12-11T18:25:14.151Z,2020-12-11T18:25:14.151Z,42,"超愛2欸！
已經買了大概5-6次吧完全是腦粉
價錢超級甜 大愛❤❤❤",1,F
ce98845f-56d7-4370-800a-39e9c9bdc465,234962279,2020-12-11T18:40:56.410Z,2020-12-12T09:57:44.069Z,43,,,
7e641833-f563-42aa-bceb-2fc0ed5732c4,234962279,2020-12-11T18:49:26.726Z,2020-12-11T18:49:26.726Z,44,B37 不認真看我覺得超像麵包店😂沒有啦看起來很有質感！！,0,F
afd03c9a-12c5-4558-9eeb-5dcb0237b189,234962279,2020-12-11T18:49:30.027Z,2020-12-11T18:49:30.027Z,45,B5 Solnar推推！！闆娘超美 衣服也都很有質感👍🏻,2,F
b3fb6d78-10ee-46f4-8590-338861410174,234962279,2020-12-11T18:49:43.677Z,2020-12-11T18:49:43.677Z,46,B38 這是推坑朋友的截圖嗎😂,1,F
0a298357-344f-49fc-9efb-5a1f2da4467e,234962279,2020-12-11T18:50:06.233Z,2020-12-11T18:50:06.233Z,47,B39 我的好友了吧你 小店愛好者☺️❤️,0,F
121d1356-5b0a-4769-b2f4-1cdb7ee3c2e8,234962279,2020-12-11T18:50:27.219Z,2020-12-11T18:50:27.219Z,48,B40 又是一位粉絲🥺😂,0,F
682073d6-1b3a-4812-90ae-c622361c4974,234962279,2020-12-11T18:50:47.351Z,2020-12-11T18:50:47.351Z,49,B42 但感覺成立官網之後是不是有變貴？😂,0,F
49098cfc-be40-4413-9308-7c241bfff993,234962279,2020-12-11T18:51:04.829Z,2020-12-11T18:51:04.829Z,50,B43 可以直接貼賣場嗎😕,0,F
a6dc36e9-28f6-4119-8ca9-50a34ce87165,234962279,2020-12-11T18:54:31.855Z,2020-12-11T18:54:31.855Z,51,"B50 
https://i.imgur.com/S9aw9Uh.jpg",0,F
d4539267-1069-470c-9fc9-f78c16e64a36,234962279,2020-12-11T19:03:53.792Z,2020-12-11T19:03:53.792Z,52,太感謝原po🥳🥳,0,F
b8044fb1-c324-4ff0-919a-67a99313eda5,234962279,2020-12-11T19:08:52.400Z,2020-12-11T19:08:52.400Z,53,UU爆好買🤍,0,F
a37dc1b9-dba5-40ee-9f1c-7e27ff25dac9,234962279,2020-12-11T19:45:48.966Z,2020-12-11T20:08:49.675Z,54,"我平常都是買日牌、UQ居多
上次雙11偶然在蝦皮逛到這間
想說趁優惠期間
買了一件覺得很可愛的毛衣～～～
意外的材質滿好 很親膚
而且衣服有香香的味道
很喜歡🥰
感覺也是剛成立不久的小店～
在考慮雙12要入手可愛的大衣🥰
https://i.imgur.com/DnH2nQj.jpg",1,F
97982456-1bf0-4cdc-9dcf-6af28b7bb9d3,234962279,2020-12-11T21:12:11.126Z,2020-12-11T21:12:11.126Z,55,"小店愛好者+1 越追越多家 每家都被燒到不行 這次的荷包再見了👋
https://i.imgur.com/0gIW28R.jpg
https://i.imgur.com/mxvoNcW.jpg
https://i.imgur.com/wqntDyA.jpg
https://i.imgur.com/jx2xvkV.jpg
https://i.imgur.com/tn6VfEh.jpg
https://i.imgur.com/rL3Fz9r.jpg
每家都燒到不行～～～～～～",0,F
1146f893-7372-4107-a42c-5d863d804d72,234962279,2020-12-12T00:01:32.502Z,2020-12-12T00:01:32.502Z,56,Sonar真的很讚，之前買過他們家的衣服，包裝真的是超美又超有質感的啦～沒買過的趕快去買！！！,2,F
a1290f98-2890-491a-aad3-ce2735e73928,234962279,2020-12-12T01:21:57.034Z,2020-12-12T01:21:57.034Z,57,B52 來小店挖寶😆😆😆,0,F
0d9ad1e4-a58d-499f-8592-02f665bed75a,234962279,2020-12-12T01:22:25.749Z,2020-12-12T01:22:25.749Z,58,B53 終於找到知音🤣,0,F
b64a9f84-fd30-4b76-ad88-a51719e0073a,234962279,2020-12-12T01:23:19.561Z,2020-12-12T01:23:19.561Z,59,"B54 我超少逛日牌等等去看看感謝你的推薦❤️
B54",0,F
835000ee-d426-4ad4-8e7e-fbd7b3307d47,234962279,2020-12-12T01:23:32.096Z,2020-12-12T01:23:32.096Z,60,B55 耶有一位好棒🤣,0,F
19049a68-0471-495c-a764-763398776578,234962279,2020-12-12T01:23:54.230Z,2020-12-12T01:23:54.230Z,61,B56 哈哈哈被你們推坑了啦,1,F
689792f8-0eff-4d72-b499-27906d7c7978,234962279,2020-12-12T01:24:40.192Z,2020-12-12T01:24:40.192Z,62,那間UU是一定要在直播上購買才是現貨嗎🤣,0,F
24157f89-2526-4787-8eb5-a52f3c805519,234962279,2020-12-12T01:38:09.229Z,2020-12-12T01:38:09.229Z,63,B62 我都是直播買你可以回放截圖+1🤣,1,F
ecf2f635-f8e8-49f2-8bad-98f81a3924dc,234962279,2020-12-12T01:39:26.187Z,2020-12-12T01:39:59.087Z,64,"我有買Lua.大學t超級讚😂
他們家衣服質感都很讚
我在觀望新款帽T超級燒！！！",0,F
e283ca11-82d7-41e0-9ec0-273a8bac7fcb,234962279,2020-12-12T01:40:48.357Z,2020-12-12T01:40:48.357Z,65,"B64 
我也在看新品帽t感覺超級好看😆",1,F
31780507-b753-42b1-9e9f-0cbde48a2e6a,234962279,2020-12-12T03:17:25.623Z,2020-12-12T03:23:55.518Z,66,,,
c9179d91-c5c8-45b2-8989-08493c985f6d,234962279,2020-12-12T04:21:34.239Z,2020-12-12T04:21:34.239Z,67,"B64 請問你有買過lua的褲子嗎？
他們褲子的評價有點少",0,F
dc197d29-2f0d-4cc8-9816-5d37bfdeeb51,234962279,2020-12-12T04:55:44.913Z,2020-12-12T04:55:44.913Z,68,B67 我只有買過灰色那件跟哈倫褲我覺得都很不錯哈倫褲超瘦推推剩下我就不知道了,0,F
103672b9-8d3d-42a9-982f-2a46899269b2,234962279,2020-12-12T04:56:28.916Z,2020-12-12T04:56:28.916Z,69,"有達拉有推！！！
真的好可愛好喜歡她
超愛她選的商品完全正中我心
兩波都被燒的不要不要的ಥ_ಥ",0,F
660c3edc-3dde-4cb9-aea1-51cfffd6a710,234962279,2020-12-12T05:28:28.335Z,2020-12-12T05:28:28.335Z,70,B69 達拉真的超級可愛的啦我愛那件史丹佛大學T,0,F
1e9d7397-73f0-4d15-ad28-ebce23350ac1,234962279,2020-12-12T05:28:37.704Z,2020-12-12T05:28:37.704Z,71,B67 我有買哈倫褲讚讚大推,0,F
93fbf67b-d07c-4372-8cf2-d1817e855222,234962279,2020-12-12T07:26:20.757Z,2020-12-12T07:26:20.757Z,72,那個可以借版請問有推薦偏韓風賣包包的店嗎🥺,1,F
a4a5980d-c1c3-434f-8859-136bf84bcf92,234962279,2020-12-12T08:45:22.947Z,2020-12-12T08:45:22.947Z,73,B72 可以可以🤣,0,F
dace9395-c26a-4c91-a4d3-79e64f42d9bc,234962279,2020-12-12T09:19:08.505Z,2020-12-12T09:19:08.505Z,74,推推！,0,F
f2699a4e-8366-4072-a24b-fa52e09e3ee4,234962279,2020-12-12T09:22:37.231Z,2020-12-12T09:22:41.900Z,75,B74 真的超讚的小店👍🏻,0,F
61a98168-aa0f-416b-b1ee-8594bde60d9d,234962279,2020-12-12T13:54:33.458Z,2020-12-12T13:54:33.458Z,76,推這篇謝謝原po,0,F
a77cc467-e747-4fbb-97f5-b73da2f800aa,234962279,2020-12-12T13:56:13.322Z,2020-12-12T13:56:13.322Z,77,B76 一件免運快結束了哦！,0,F
abaf656f-b0e0-4c87-8ae3-0c70c9a211aa,234962279,2020-12-12T15:48:02.970Z,2020-12-12T15:48:10.743Z,78,B72 怎麼辦都沒人回🥺,0,F
972817f5-dd39-46b1-b992-9ebad07fd83b,234962279,2020-12-12T16:23:16.856Z,2020-12-12T16:27:27.284Z,79,,,
6d54f361-b4c1-4249-bcdc-4b537fa3c69e,234962279,2020-12-12T16:36:47.677Z,2020-12-12T16:36:47.677Z,80,"這家也是最近才開幕的！
之前辦抽獎看到朋友分享去追蹤
買過一次 闆娘還直接幫我免運 他說因為剛開幕 他們都賺一點點而已 有賣就好🤣
喜歡韓國衣服的人可以看看！

https://i.imgur.com/tvuUchF.png",1,M
46a866b9-4a4d-4453-ac54-91dd66d913da,234962279,2020-12-12T16:38:04.040Z,2020-12-12T16:38:04.040Z,81,"大推One and One❤️
現在衣櫃有一半都是他們家的衣服ㄌ",0,F
07b09bbd-6658-4145-887e-e80ebd26ca71,234962279,2020-12-12T16:41:50.215Z,2020-12-12T16:41:50.215Z,82,B78 沒關係 謝謝你😭,0,F
c7a4b2c7-a7c9-4514-9ff9-31523a7a4c6e,234962279,2020-12-12T16:56:46.152Z,2020-12-12T16:56:46.152Z,83,"B18 同意到不行••••
甚至剛下完雙12的單回來開低卡又被燒到🤦🏼‍♀️",0,F
c3a938ac-6b4e-43ff-9fc9-29e782884e28,234962279,2020-12-12T17:11:12.531Z,2020-12-12T17:12:24.838Z,84,"上面有些店家賣超貴 同樣商品圖片貴200 蝦皮好多小店的價格都差蠻多的
大家可以多比比 我也是一間一間看到眼花😭",1,F
e747693a-0e7b-4b93-9fab-12cf20930425,234962279,2020-12-12T17:23:18.502Z,2020-12-12T17:23:43.892Z,85,"B84 感覺還是要看品牌質感呈現的感覺吧！
蝦皮畢竟和ig賣場不同～
有些人實拍 有些人拿廠商圖
我們不能知道各家成本高低 買東西就是多多比價嘍！！！",3,F
0f9ac1f9-3d7c-4f35-ac94-9d56a33f2f4f,234962279,2020-12-12T17:48:40.008Z,2020-12-12T17:48:40.008Z,86,"B72 
Hello LuLu !!!
https://i.imgur.com/yb0QHeO.jpg
大推到不行🥰🥰🥰",0,F
e25c22f3-7668-4ed3-85da-5990fc420139,234962279,2020-12-12T17:58:17.968Z,2020-12-12T17:58:17.968Z,87,推推,1,F
7ad5b416-8995-4002-977f-fe09182b0be0,234962279,2020-12-12T18:37:22.808Z,2020-12-12T19:27:00.063Z,88,"https://i.imgur.com/3u9XLVL.jpg
推薦這間lithe studio🧚‍♀️🧚‍♀️
當初是看yoyo有穿過他們家的衣服覺得很好看連進去逛
完全愛上他們的風格
而且他們家的單品價格不貴又很好搭
也不會因為便宜材質就不舒服
衣服有些也很辣完全可以當一個有質感又時髦的辣妹～～～",0,F
b03f0193-d7c8-4a29-bb2f-11915cb261b3,234962279,2020-12-12T19:14:47.506Z,2020-12-12T19:17:59.933Z,89,"我目前常買的好像都粉絲破萬了🥺
最近開發到唯一一個沒有破萬的是這個
因為看到他們的廣告發現的
https://megapx-assets.dcard.tw/images/786a4fd0-779d-4e03-9fcb-f8f5ad23b19a/1280.jpeg

https://megapx-assets.dcard.tw/images/ec356de8-bd2e-4d63-a94c-c2a3d5229604/1280.jpeg
https://megapx-assets.dcard.tw/images/7aad59bd-4bed-4193-aa92-5e15d0a1b103/1280.jpeg
目前的心得是 小編回覆有耐心（畢竟我煩了戒圍很久最後買了包包沒買戒指😅
然後包裝很細心 包包送來是有防塵袋加他們家的緞帶然後香香ㄉ🥰
還有手寫小卡片跟店家貼紙～",1,F
a161840c-e029-4517-ac6f-de8767b4bead,234962279,2020-12-12T19:23:14.653Z,2020-12-12T19:23:14.653Z,90,B80 上面推薦的店也有很多人在辦抽獎我發現👍🏻,0,F
6f9c5cbb-c4b5-4539-83b7-5b61d2407842,234962279,2020-12-12T19:23:30.635Z,2020-12-12T19:23:30.635Z,91,B81 我覺得他們超便宜的！！！,0,F
123b7d83-6aea-4a6a-97a3-2a2acde32894,234962279,2020-12-12T19:23:39.707Z,2020-12-12T19:23:39.707Z,92,B82 有人回你了快點去看☺️,0,F
78a3f968-3205-4df6-a97d-14a0f0658622,234962279,2020-12-12T19:23:57.348Z,2020-12-12T19:23:57.348Z,93,B83 是不是應該刪了他⋯⋯⋯,0,F
e8314c58-d7b9-4fdd-a076-d950f4430669,234962279,2020-12-12T19:24:19.523Z,2020-12-12T19:24:19.523Z,94,基本上抽獎好像是網拍標配了🤣🤣,0,F
355850f6-b1f1-41a8-895a-2b81890e6f5c,234962279,2020-12-12T19:24:21.292Z,2020-12-12T19:24:21.292Z,95,B84 我認同我覺得能省則省啦！,0,F
4c583e9f-bfdc-43b7-9095-9e52931f4108,234962279,2020-12-12T19:24:36.099Z,2020-12-12T19:24:36.099Z,96,B85 貨比三家不吃虧～～👍🏻,0,F
57a73867-b909-46ad-9915-2f6bda9c1d1e,234962279,2020-12-12T19:24:52.337Z,2020-12-12T19:24:52.337Z,97,B86 收藏寶藏店家！,0,F
2d953976-9881-4902-b738-b824a14c3316,234962279,2020-12-12T19:25:07.111Z,2020-12-12T19:25:07.111Z,98,B87 小店狂熱者🤣,0,F
b56b60ad-2eba-4b34-bb0d-178d5fa8e2ae,234962279,2020-12-12T19:25:33.227Z,2020-12-12T19:25:33.227Z,99,B88 你忘記碼掉頭貼了！！！,1,F
f5de5e11-2d87-4d67-92c1-07ad5d46ff7b,234962279,2020-12-12T19:25:51.430Z,2020-12-12T19:25:51.430Z,100,B89 是月月欸😍,1,F
93c1bcf3-2157-495a-ba69-4396c737e736,234962279,2020-12-12T19:27:19.157Z,2020-12-12T19:27:19.157Z,101,"B99
感謝提醒🥰😍😍",0,F
196946cc-16b7-4d2d-9d50-7b93fa5eb8ab,234962279,2020-12-12T20:28:40.568Z,2020-12-12T20:28:40.568Z,102,B96 原po真的很用心在回🤣❤️,0,F
2d5aaf1b-3ac7-47e5-8126-2cb60e064ee6,234962279,2020-12-13T02:47:39.610Z,2020-12-13T02:47:39.610Z,103,B101 要保護自己😚,0,F
287b9e7a-24fc-4f0f-8864-db80b424bfaf,234962279,2020-12-13T02:48:11.152Z,2020-12-13T02:48:11.152Z,104,B102 因為我連去逛街看一件衣服我都可以來回走同一條三次🤣,0,F
1ef684b3-b2d8-49a7-9270-9d2ebe0c24af,234962279,2020-12-13T03:27:39.910Z,2020-12-13T03:27:39.910Z,105,天哪太晚看到了⋯⋯⋯,0,F
77d9cf07-bad1-4969-91c0-aec31a1e5755,234962279,2020-12-13T04:14:05.520Z,2020-12-13T04:14:05.520Z,106,B105  還是可以去看看🤣,0,F
f96b7bbd-93b7-4fad-9a12-6d647a6f0066,234962279,2020-12-13T05:57:35.685Z,2020-12-13T05:57:35.685Z,107,"B41 同校欸（擊掌✋
❤️還有貓咪超可愛～新品都好燒（錢包已哭
B72 我也推B86那家包包真的好看！！",1,F
503f148b-a32b-4d72-bbaf-d085a5560b25,234962279,2020-12-13T09:16:55.709Z,2020-12-13T09:16:55.709Z,108,然後他們就破萬ㄌ,0,F
b076ca3f-f5e1-4ff2-a35c-01090465ad35,234962279,2020-12-13T14:27:41.309Z,2020-12-13T14:27:41.309Z,109,B108 哈哈哈哈誰破萬了,0,F
bbb740b9-574b-44f2-a6f5-8d04dd32b09c,234962279,2020-12-13T15:20:39.211Z,2020-12-13T15:20:39.211Z,110,有沒有人也可以推一下飾品小店🤣,0,F
67e8ae37-129a-4484-8f41-393298f3de99,234962279,2020-12-14T04:03:32.798Z,2020-12-14T04:03:44.583Z,111,B110 快來推薦大家🤣,0,F
34c41708-2695-4745-948f-7a79b197d7d3,234962279,2020-12-14T05:51:14.864Z,2020-12-14T05:51:14.864Z,112,B89 可以問其他破萬的店家有哪些嗎😂,0,F
6f24e8e3-e94b-4f8e-91e5-1accad218d21,234962279,2020-12-14T06:04:49.685Z,2020-12-14T06:04:49.685Z,113,"B110 
B111
https://i.imgur.com/Gc61tEc.jpg
我再推這家！！前面看到有兩位也推Augus.
這家也有很多銀飾，而且不管是衣服還是飾品風格都很多樣化，個人覺得闆娘真的有在用心選品常常給人煥然一新的感覺，風格不會一成不變！另外最重要的是價格常常比別人低和優惠又多（我是腦粉😂😂😂）",0,F
4262ac9e-b74b-43fc-9763-eee1c4a1c281,234962246,2020-12-12T03:13:26.228Z,2020-12-12T03:13:26.228Z,1,"直接去警局問不是比較快嗎
如果不能重複報就網路報 可以的話剛好也順便報啊",0,F
bdd32444-8f56-4ae3-8d54-3d7c6dad1831,234962246,2020-12-12T03:32:41.811Z,2020-12-12T03:32:41.811Z,2,"B1 謝謝妳 那時候打165有轉給警官，他們的回覆也是要報案之後才能協助，但因為考慮到是否報案的第一步會影響後續的處理，所以才想說先上來問看看有沒有人有經驗。

怕不能重複報案的部份是，是否不能網路和派出所都報？
（假如先到派出所，發現警員可能態度消極，但已經做了筆錄案件成立的話，這時候要改網路報案還可以嗎？）

也想問看看說這種案件要跑的流程會不會很複雜且不易求償，如果是這樣的話我們可能就會斟酌一下，畢竟也有工作在身😢",0,F
88ec3c8b-8e3d-48a5-ba58-35f0a1547a08,234962246,2020-12-12T03:59:58.748Z,2020-12-12T03:59:58.748Z,3,B2 我意思是你可以先去警察局問能不能兩邊都報... 如果可以你再在警局做筆錄 不行的話就回家網路報就好,0,F
c90f4335-3740-4fad-8c21-0143c48aad78,234962080,2020-12-11T11:00:17.449Z,2020-12-11T11:00:30.176Z,1,第一次看到提消基會態度還這麼差的🙄️,2,F
9562316f-33c0-43c7-bafc-33d22eb592ac,234962080,2020-12-11T11:18:41.951Z,2020-12-11T11:18:41.951Z,2,超誇張而且他還不小間B1,0,M
e8a1fb65-7eb1-439c-bada-b0fcd8d20518,234962080,2020-12-12T11:46:46.061Z,2020-12-12T11:46:46.061Z,3,"這間很黑耶

https://www.ptt.cc/bbs/e-shopping/M.1557625427.A.FE3.html",1,F
a0764df5-0c17-4604-baea-9ac32fabf8ea,234962080,2020-12-12T11:49:35.333Z,2020-12-12T11:49:35.333Z,4,B3 原來我不是第一個，服務業原來還有這麼大牌的不容易,0,M
c86b6461-64a4-452d-a77f-fab4fb8216ab,234962060,2020-12-13T13:56:43.768Z,2020-12-13T13:56:43.768Z,1,不會！我覺得很舒服！,0,F
0414bb77-cb61-4d58-be20-c1f54f33ba97,234962013,2020-12-11T13:03:52.227Z,2020-12-11T13:04:12.630Z,1,"打打看這個
https://i.imgur.com/GkVoBRs.jpg",3,F
01b67967-f295-4bb7-b344-d6383cdde103,234962013,2020-12-11T13:40:42.073Z,2020-12-11T13:40:42.073Z,2,B1 好謝謝 我明天會試試看😭,0,F
29c4b1c7-382f-41b1-8fc0-ee3b743800cc,234962013,2020-12-12T13:43:58.692Z,2020-12-12T13:43:58.692Z,3,"8號下單兩雙鞋11號就到貨了
出貨應該沒什麼問題?",0,F
9c6f1ece-451e-4540-8cbd-29811014f2f2,234962013,2020-12-12T13:47:55.571Z,2020-12-12T13:47:55.571Z,4,B3 但我的還是長一樣......,0,F
38bf3fba-b164-4a8b-907d-a2c72f45aabf,234962013,2020-12-13T09:49:04.624Z,2020-12-13T09:49:04.624Z,5,"Adidas網購真的要等很久
打去問 他們也很不耐煩
🙂",0,F
006015a7-3bef-4e63-871b-6c4e554272ee,234962013,2020-12-14T00:29:56.981Z,2020-12-14T00:31:09.612Z,6,"真的建議打電話！！
當初要退貨填很多次表單都隔天才被回覆到，而且回覆也很模糊...
但是打電話後，進度變超快！",1,F
aa91b922-e2a7-4323-b8d7-743a04b11dc4,234962013,2020-12-14T04:33:43.878Z,2020-12-14T04:33:43.878Z,7,"XD有很久嗎
我下單馬上就出貨了欸！",0,F
376b344c-6f3b-4080-a998-3cf1e01c0396,234962013,2020-12-14T04:38:26.395Z,2020-12-14T04:38:26.395Z,8,"B5 B6 B7
結果是缺貨，然後也都沒有通知讓人在那邊一直空等，體驗真的0分🙄🙄",4,F
c0a743f9-1d12-488d-a52c-1dc415280cdf,234961844,2020-12-11T14:02:57.283Z,2020-12-11T14:02:57.283Z,1,除了杯子之外都好XD收過太多次了🤣🤣,2,F
96dd91b1-7646-449f-ae16-b0d3d5b03b06,234961844,2020-12-12T13:40:23.561Z,2020-12-12T13:40:23.561Z,2,以為是蠟燭,2,F
